dtxsid,aver_toxvalmgL,error,species_common,toxval_type,exactMass,molformula,aver_toxval_cm,weight
DTXSID3020122,-0.6992416081749948,0.36048855705287197,fathead minnow,LC50stat,317.005770604,C10H12N3O3PS2,-3.200308776129857,3.334841344536803
DTXSID7020182,0.6720978579357175,-0.2,fathead minnow,LC50stat,228.115029755,C15H16O2,-1.6860560425299866,3.334841344536803
DTXSID3020207,-0.9430283238465815,0.14991186225266262,fathead minnow,LC50stat,240.074621494,C10H12N2O5,-3.323374576666401,5
DTXSID9020243,-0.6989700043360187,-0.2,fathead minnow,LC50stat,298.9341328,C9H8Cl3NO2S,-3.1745455106779525,3.334841344536803
DTXSID9020247,0.8260748027008264,0.25703832654165926,fathead minnow,LC50stat,201.078978598,C12H11NO2,-1.4772918678159281,3.9494018598512253
DTXSID9020249,0.29885307640970665,0.20688572754981943,fathead minnow,LC50stat,221.105193347,C12H15NO3,-2.0457458670530255,3.9494018598512253
DTXSID9020407,0.7093991452951768,0.1974519446068408,fathead minnow,LC50stat,304.101050716,C12H21N2O3PS,-1.7736187754059187,5
DTXSID0020442,2.419955748489758,0.20013500499919848,fathead minnow,LC50stat,219.9693995,C8H6Cl2O3,0.07759347927040423,3.9494018598512253
DTXSID0020446,1.1522883443830565,-0.2,fathead minnow,LC50stat,232.0170184,C9H10Cl2N2O,-1.2132314970860334,3.334841344536803
DTXSID5020449,0.8332589902774403,0.32696475992143476,fathead minnow,LC50stat,219.9459011,C4H7Cl2O4P,-1.5090568826222157,3.334841344536803
DTXSID4020458,-0.8860566476931632,0.07621551588610799,fathead minnow,LC50stat,348.9262845,C9H11Cl3NO3PS,-3.428790333631233,5
DTXSID8020628,1.8129133566428555,-0.2,fathead minnow,LC50stat,232.082347471,C10H11F3N2O,-0.5527287519841622,3.334841344536803
DTXSID1020807,1.0413926851582251,-0.2,fathead minnow,LC50stat,166.986341513,C7H5NS2,-1.18128826474312,3.334841344536803
DTXSID2021028,2.88930170250631,-0.2,fathead minnow,LC50stat,102.07931295,C4H10N2O,0.8803639641604527,3.334841344536803
DTXSID7021029,2.9731278535996988,-0.2,fathead minnow,LC50stat,74.048012821,C2H6N2O,1.1036144454683907,3.334841344536803
DTXSID7021100,0.22800071860422622,0.1511375713762342,fathead minnow,LC50stat,291.033030727,C10H14NO5PS,-2.2359415633314876,5
DTXSID7021106,-0.6020599913279624,0.28833174912509096,fathead minnow,LC50stat,263.8470032,C6HCl5O,-3.023412157110028,3.9494018598512253
DTXSID4021268,0.8061799739838872,1.1299891834503848,fathead minnow,LC50stat,201.0781231,C7H12ClN5,-1.4971848488068962,1.3655275754877918
DTXSID1021378,3.3010299956639813,-0.2,fathead minnow,LC50stat,161.9042124,C2HCl3O2,1.0917718473536184,3.334841344536803
DTXSID4021395,-0.906578314837765,0.09213691412405824,fathead minnow,LC50stat,335.109290496,C13H16F3N3O4,-3.4317647831242937,5
DTXSID7021780,1.2253092817258628,-0.2,fathead minnow,LC50stat,222.089208931,C12H14O4,-1.1212181754467685,3.334841344536803
DTXSID2021781,0.15073203657164994,0.052027056229160415,fathead minnow,LC50stat,278.151809188,C16H22O4,-2.2935498525040816,5
DTXSID1021871,0.6020599913279624,0.05667825940347638,fathead minnow,LC50stat,128.0028925,C6H5ClO,-1.505159792246434,5
DTXSID1021952,-0.09022803222906566,0.12760170688458136,fathead minnow,LC50stat,326.070795961,C18H15O4P,-2.6035399358466025,5
DTXSID1022267,0.25527250510330607,0.13938371494037657,fathead minnow,LC50stat,162.046298744,C5H10N2O2S,-1.9543666107745539,5
DTXSID8022292,-2.0268721464003012,0.32415484196650357,fathead minnow,LC50stat,390.0789499,C21H20Cl2O3,-4.618024661211105,3.334841344536803
DTXSID4022448,0.9136846365269127,0.014983097060943078,fathead minnow,LC50stat,283.1339067,C15H22ClNO2,-1.5383072448867552,5
DTXSID3022455,2.0827853703164503,-0.2,fathead minnow,LC50stat,194.057908802,C10H10O4,-0.20514597672904883,3.334841344536803
DTXSID1023869,0.9799974191642081,0.3169571689238108,fathead minnow,LC50stat,227.120466741,C9H17N5S,-1.3762588528458104,3.334841344536803
DTXSID1023990,1.2654198893082602,0.05091116321247195,fathead minnow,LC50stat,240.0890221,C9H13ClN6,-1.1149524133960402,5
DTXSID2024113,0.037426497940623665,-0.2,fathead minnow,LC50stat,246.030194449,C10H15OPS2,-2.3535619119183555,3.334841344536803
DTXSID4024145,2.437750562820388,0,fathead minnow,LC50stat,252.1586259,C12H20N4O2,0.03607673362606612,5
DTXSID4024193,1.0969100130080565,-0.2,fathead minnow,LC50stat,228.055322,C11H13ClO3,-1.2611301985755374,3.334841344536803
DTXSID6024206,1.4313637641589874,-0.2,fathead minnow,LC50stat,187.103085345,C9H17NOS,-0.8407171849511791,3.334841344536803
DTXSID5024261,0.9087826847798903,0.06428990057647511,fathead minnow,LC50stat,316.994537216,C11H12NO4PS2,-1.5922690932820591,5
DTXSID6024464,2.0017337128090005,-0.2,fathead minnow,LC50stat,173.014664263,C6H7NO3S,-0.23634920152558272,3.334841344536803
DTXSID1025805,-0.8538719643217619,0,fathead minnow,LC50stat,213.11873541,C11H19NOS,-3.1824935948314494,5
DTXSID4026214,-1.0362121726544447,-0.2,fathead minnow,LC50stat,313.978046,C13H9Cl3N2O,-3.533111455013061,3.334841344536803
DTXSID6032352,-0.16877030613293661,-0.2,fathead minnow,LC50stat,320.8949844,C7H7Cl3NO3PS,-2.6751332352433166,3.334841344536803
DTXSID5032365,0.81531562201025,0.05255835839142055,fathead minnow,LC50stat,170.9642545,C7H3Cl2N,-1.4175896948369346,5
DTXSID5032498,-0.585026652029182,0.0869317193553396,fathead minnow,LC50stat,287.9511626,C12H7Cl3O2,-3.044345488358366,5
DTXSID3034612,-0.431798275933005,-0.2,fathead minnow,LC50stat,383.134442617,C19H20F3NO4,-3.015149471419438,3.334841344536803
DTXSID1021160,1.7427251313046983,0,fathead minnow,LC50stat,239.9260104,C6H3Cl3N2O2,-0.6373522011185738,5
DTXSID1021166,0.7923916894982539,-0.2,fathead minnow,LC50stat,338.209324066,C19H30O5,-1.7367938869586008,3.334841344536803
DTXSID7021784,-2.1812551352437444,0.16063422484088433,fathead minnow,LC50stat,213.078978598,C13H11NO2,-4.509795741554792,5
DTXSID7021788,0.5968405147706408,0.20297100599540055,fathead minnow,LC50stat,207.014327482,C7H4F3NO3,-1.7191598892903475,3.9494018598512253
DTXSID7022172,-1.0969100130080565,1.178076113980887,fathead minnow,LC50stat,208.121177763,C11H16N2O2,-3.4152262879224486,1.3655275754877918
DTXSID6023868,-1.1249387366083,-0.2,fathead minnow,LC50stat,494.190515767,C25H24F6N4,-3.818833143013128,3.334841344536803
DTXSID1024049,2.6334684555795866,-0.2,fathead minnow,LC50stat,310.0320616,C14H9ClF2N2O2,0.14206184737124927,3.334841344536803
DTXSID2024086,-0.14266750356873156,0.3018841843411367,fathead minnow,LC50stat,383.98761788,C9H22O4P2S4,-2.7269847238396716,3.334841344536803
DTXSID8024107,1.3424226808222062,0.3496530407615868,fathead minnow,LC50stat,329.102748564,C19H14F3NO,-1.1749088285800182,3.334841344536803
DTXSID8024157,-0.21467016498923297,0.1826245171866494,fathead minnow,LC50stat,309.168856233,C15H23N3O4,-2.7048659042867103,5
DTXSID1026081,-0.14874165128092473,0.6497421143491736,fathead minnow,LC50stat,539.757082,C15H12Br4O2,-2.880940000579631,2.284243204388029
DTXSID3034402,-0.1593793813122064,0.048706426837137586,fathead minnow,LC50stat,311.1652068,C17H26ClNO2,-2.652370411340871,5
DTXSID9040265,0.15836249209524964,-0.2,fathead minnow,LC50stat,322.088889404,C11H13F3N4O4,-2.349613251806226,3.334841344536803
DTXSID6020515,4.021189299069938,-0.2,fathead minnow,LC50stat,73.052763849,C3H7NO,2.1575526475653595,3.334841344536803
DTXSID3021932,3.1702617153949575,0.02422661402218794,fathead minnow,LC50stat,105.078978598,C4H11NO2,1.1487458727446507,5
DTXSID7020009,3,-0.2,fathead minnow,LC50stat,41.026549101,C2H3N,1.3869350116565942,3.334841344536803
DTXSID5020023,-1.0853481135844876,0.36973110652604013,fathead minnow,LC50stat,56.026214749,C3H4O,-2.8337393951783487,3.334841344536803
DTXSID5020027,2.136199316227702,0.06049670601897615,fathead minnow,LC50stat,71.037113785,C3H5NO,0.28471400834330235,5
DTXSID5020029,1.2576785748691846,0.19447540041224912,fathead minnow,LC50stat,53.026549101,C3H3N,-0.4668147898477341,5
DTXSID8020044,-0.494850021680094,-0.2,fathead minnow,LC50stat,58.041864813,C3H6O,-2.2585913790120458,3.334841344536803
DTXSID8020090,1.505149978319906,-0.2,fathead minnow,LC50stat,93.057849229,C6H7N,-0.4636030324953176,3.334841344536803
DTXSID5020152,2.662757831681574,-0.2,fathead minnow,LC50stat,108.057514878,C7H8O,0.6291028563294243,3.334841344536803
DTXSID0020153,0.6989700043360189,-0.2,fathead minnow,LC50stat,126.0236279,C7H7Cl,-1.401481973357565,3.334841344536803
DTXSID4020161,0.5062076873812165,0.2347461042057889,fathead minnow,LC50stat,154.078250322,C12H10,-1.6815336506766638,3.9494018598512253
DTXSID8020250,1.0170333392987803,-0.2,fathead minnow,LC50stat,151.8754108,CCl4,-1.1644541263460393,3.334841344536803
DTXSID9020295,1.3351229265370619,0.3619561957247233,fathead minnow,LC50stat,127.0188769,C6H6ClN,-0.7687453418542712,3.334841344536803
DTXSID4020298,1.4062481168445802,0.09763637478497611,fathead minnow,LC50stat,112.0079779,C6H5Cl,-0.6430008400626864,5
DTXSID1020306,2.110589710299249,0.13190038980623475,fathead minnow,LC50stat,117.9143831,CHCl3,0.039022927087318,5
DTXSID4020373,0.6434526764861874,-0.2,fathead minnow,LC50stat,317.9536611,C14H10Cl4,-1.858911153576875,3.334841344536803
DTXSID4020375,-1.6430867878097377,0.22455481018152806,fathead minnow,LC50stat,351.9146888,C14H9Cl5,-4.1895241823279354,3.9494018598512253
DTXSID6020430,1.7558748556724915,0,fathead minnow,LC50stat,145.9690055,C6H4Cl2,-0.4083857934727727,5
DTXSID1020431,1.110237103064609,0.4224469774021745,fathead minnow,LC50stat,145.9690055,C6H4Cl2,-1.054023546080655,2.8988037197024514
DTXSID6020432,0.33243845991560533,0.18893060866281883,fathead minnow,LC50stat,252.0221037,C12H10Cl2N2,-2.0690001725086478,5
DTXSID8020464,1.255272505103306,-0.2,fathead minnow,LC50stat,172.073558866,C8H12O4,-0.9804416358761202,3.334841344536803
DTXSID5020493,2.3521825181113627,-0.2,fathead minnow,LC50stat,110.013281083,C2H7O3P,0.310737400654149,3.334841344536803
DTXSID5020528,1.2819184593322723,0.020855026880824464,fathead minnow,LC50stat,182.032756681,C7H6N2O4,-0.9782310867063352,5
DTXSID0020529,1.5118833609788744,0.013152365227384466,fathead minnow,LC50stat,182.032756681,C7H6N2O4,-0.748266185059733,5
DTXSID4020533,4.102382757850746,0.016349149468898212,fathead minnow,LC50stat,88.052429498,C4H8O2,2.157641414548939,5
DTXSID1020560,-2.8239087409443187,0.18847612912777653,fathead minnow,LC50stat,403.8168814,C9H6Cl6O3S,-5.430093211435098,5
DTXSID6020561,-2.886056647693163,0.30687269000770523,fathead minnow,LC50stat,377.8706311,C12H8Cl6O,-5.463399786641509,3.334841344536803
DTXSID9020584,4.117088501755848,0.017821057269890236,fathead minnow,LC50stat,46.041864813,C2H6O,2.4539355964072516,5
DTXSID3020596,1.6266482684740102,0.3365665416781239,fathead minnow,LC50stat,106.078250322,C8H10,-0.39897807929702656,3.334841344536803
DTXSID8020597,4.722217586503373,0.04363978604423693,fathead minnow,LC50stat,62.036779433,C2H6O2,2.929568342667759,5
DTXSID0020600,1.9242792860618816,-0.2,fathead minnow,LC50stat,44.026214749,C2H4O,0.28056793842405575,3.334841344536803
DTXSID9020617,1.380211241711606,-0.2,fathead minnow,LC50stat,164.083729626,C10H12O2,-0.834854277281948,3.334841344536803
DTXSID8020620,0.4815159375269492,0.11867463002270867,fathead minnow,LC50stat,278.020023689,C10H15O3PS2,-1.9625601384791573,5
DTXSID1020647,1.355987927175878,0.21094699571927383,fathead minnow,LC50stat,96.021129369,C5H4O2,-0.6263788825164264,3.9494018598512253
DTXSID3020679,-1.2518119729937995,0.30923545137059755,fathead minnow,LC50stat,369.8210941,C10H5Cl7,-3.8198036520991567,3.334841344536803
DTXSID7020683,-0.6882461389442457,-0.2,fathead minnow,LC50stat,257.8131162,C4Cl6,-3.0995511471842137,3.334841344536803
DTXSID2020688,-1.1079053973095196,0.4165669049683043,fathead minnow,LC50stat,269.8131162,C5Cl6,-3.538968455154029,2.8988037197024514
DTXSID8020759,2.380211241711606,0.1377157369653474,fathead minnow,LC50stat,138.104465071,C9H14O,0.2400035216822235,5
DTXSID2020761,1.889292663931481,0.02482617380362983,fathead minnow,LC50stat,68.0626002576,C5H8,0.056384127106519834,5
DTXSID7020762,4.046495164334709,-0.2,fathead minnow,LC50stat,60.057514878,C3H8O,2.2679278067864455,3.334841344536803
DTXSID2020844,2.505149978319906,0.2030144066257425,fathead minnow,LC50stat,100.052429498,C5H8O2,0.5049223395729152,3.9494018598512253
DTXSID1020855,0.9156500744542447,0.10918513595368376,fathead minnow,LC50stat,263.001730598,C8H10NO5PS,-1.5043085317795777,5
DTXSID0020868,2.4913616938342726,-0.2,fathead minnow,LC50stat,83.9533555,CH2Cl2,0.5673236348609674,3.334841344536803
DTXSID9020877,0.9542425094393249,-0.2,fathead minnow,LC50stat,142.078250322,C11H10,-1.1982850907394338,3.334841344536803
DTXSID8020913,0.29885307640970665,-0.2,fathead minnow,LC50stat,128.0626002576,C10H8,-1.8085692393359962,3.334841344536803
DTXSID8020961,2.01673158095104,0.012705015974001985,fathead minnow,LC50stat,138.042927441,C6H6N2O2,-0.1232825797378923,5
DTXSID3020962,2.281013604586439,0.0758600592215944,fathead minnow,LC50stat,153.042593089,C7H7NO3,0.09620128900275147,5
DTXSID3020964,2.113943352306837,-0.2,fathead minnow,LC50stat,123.032028405,C6H5NO2,0.02392516811244517,3.334841344536803
DTXSID7020978,0.7068174985992779,0.3499118060003045,fathead minnow,LC50stat,173.047678469,C10H7NO2,-1.5313482787675585,3.334841344536803
DTXSID5021124,1.505149978319906,0.09423082847429286,fathead minnow,LC50stat,94.041864813,C6H6O,-0.4681712541062608,5
DTXSID2021151,0.7403626894942439,-0.2,fathead minnow,LC50stat,170.073164942,C12H10O,-1.4902731042064907,3.334841344536803
DTXSID2021238,1.7275412570285564,0.06819919929770654,fathead minnow,LC50stat,110.036779433,C6H6O2,-0.31399661390260486,5
DTXSID2021284,1.505149978319906,0.29843547188521946,fathead minnow,LC50stat,104.0626002576,C8H8,-0.5121446952814169,3.9494018598512253
DTXSID2021286,1.1398790864012365,0.2016032386719064,fathead minnow,LC50stat,120.057514878,C8H8O,-0.939510263063883,3.9494018598512253
DTXSID2021319,1.1819187644180702,0.21000365557510456,fathead minnow,LC50stat,163.8754108,C2Cl4,-1.0325950289632104,3.9494018598512253
DTXSID9021340,2.4313637641589874,-0.2,fathead minnow,LC50stat,75.014270339,C2H5NS,0.5562198749012643,3.334841344536803
DTXSID9021346,1.3180633349627615,-0.2,fathead minnow,LC50stat,91.020418347,CH5N3S,-0.6410754923115028,3.334841344536803
DTXSID7021360,1.7323937598229686,0.24836129794157077,fathead minnow,LC50stat,92.0626002576,C7H8,-0.2316894773174237,3.9494018598512253
DTXSID0021381,1.9331436695420976,0.12451532338594933,fathead minnow,LC50stat,131.9300332,C2H3Cl3,-0.1872000021855124,5
DTXSID0021383,1.8247764624755456,-0.2,fathead minnow,LC50stat,129.9143831,C2HCl3,-0.2888807729328799,3.334841344536803
DTXSID0021389,1.8744814306280806,0.5961381614275937,fathead minnow,LC50stat,255.9225788,C4H8Cl3O4P,-0.533627172631806,2.5605866619521502
DTXSID9021390,1.760422483423212,0.21471255874952982,fathead minnow,LC50stat,145.9456833,C3H5Cl3,-0.4037687707708831,3.9494018598512253
DTXSID3021431,1.380211241711606,0.16594793535738142,fathead minnow,LC50stat,86.036779433,C4H6O2,-0.554472903603839,5
DTXSID8021438,2.2278867046136734,-0.2,fathead minnow,LC50stat,95.9533555,C2H2Cl2,0.24582653794809048,3.334841344536803
DTXSID0021464,-0.6109243748081782,0.012536131339797182,fathead minnow,LC50stat,303.917475,C6H12N2S4Zn,-3.093680047174656,5
DTXSID7021491,2.0112141855927432,0.1684605296846064,fathead minnow,LC50stat,103.042199165,C7H5N,-0.0018009333965217191,5
DTXSID8021513,1.4116197059632303,-0.2,fathead minnow,LC50stat,72.057514878,C4H8O,-0.4460595741188749,3.334841344536803
DTXSID8021517,0.6989700043360189,-0.2,fathead minnow,LC50stat,116.010958609,C4H4O4,-1.3655290110859561,3.334841344536803
DTXSID5021544,1.1058538752033433,0.10834864637246247,fathead minnow,LC50stat,128.0028925,C6H5ClO,-1.0013659083710529,5
DTXSID7021605,1.9867717342662448,-0.2,fathead minnow,LC50stat,146.057908802,C6H10O4,-0.17775334403115192,3.334841344536803
DTXSID7021607,1.9444826721501687,-0.2,fathead minnow,LC50stat,116.083729626,C6H12O2,-0.12028868084576426,3.334841344536803
DTXSID7021655,1.8864907251724818,-0.2,fathead minnow,LC50stat,102.068079562,C5H10O2,-0.12239921830941598,3.334841344536803
DTXSID2021731,4.241073080752987,-0.2,fathead minnow,LC50stat,32.026214749,CH4O,2.7355674693063685,3.334841344536803
DTXSID1021740,3.284417548588977,0.004785955150324564,fathead minnow,LC50stat,74.073164942,C4H10O,1.4147566473357747,5
DTXSID3021774,0.4913616938342727,0.2077861296554049,fathead minnow,LC50stat,154.078250322,C12H10,-1.6963796442236077,3.9494018598512253
DTXSID1021798,0.6531052540838808,1.4278643685236116,fathead minnow,LC50stat,129.057849229,C9H7N,-1.4576791691561524,1
DTXSID8021804,1.413299764081252,-0.2,fathead minnow,LC50stat,165.078978598,C9H11NO2,-0.8043920089989464,3.334841344536803
DTXSID8021808,1.113198120825015,0.020583022812389738,fathead minnow,LC50stat,108.057514878,C7H8O,-0.9204568545271345,5
DTXSID6021828,2.1903316981702914,-0.2,fathead minnow,LC50stat,120.057514878,C8H8O,0.110942348705172,3.334841344536803
DTXSID5021831,1.4945023078492685,0.024580521064216175,fathead minnow,LC50stat,137.047678469,C7H7NO2,-0.6423693753196285,5
DTXSID0021834,1.7283537820212285,-0.2,fathead minnow,LC50stat,139.026943025,C6H5NO3,-0.41474519142121025,3.334841344536803
DTXSID0021836,0.2304489213782739,-0.2,fathead minnow,LC50stat,168.017106617,C6H4N2O4,-1.9949045801758492,3.334841344536803
DTXSID2021868,0.9242792860618817,-0.2,fathead minnow,LC50stat,106.078250322,C8H10,-1.1013470617091552,3.334841344536803
DTXSID7021869,1.2787536009528289,-0.2,fathead minnow,LC50stat,108.057514878,C7H8O,-0.7549013743993207,3.334841344536803
DTXSID5021881,2.0633333589517497,-0.2,fathead minnow,LC50stat,60.068748266,C2H8N2,0.28468477689340826,3.334841344536803
DTXSID4021894,3.0141003215196207,-0.2,fathead minnow,LC50stat,100.088815006,C6H12O,1.0137147740361385,3.334841344536803
DTXSID4021923,1.7975656085139726,0.2656107107330275,fathead minnow,LC50stat,84.0939003864,C6H12,-0.12719888758599215,3.9494018598512253
DTXSID9021924,1.8344207036815325,-0.2,fathead minnow,LC50stat,79.042199165,C5H5N,-0.06343831129806016,3.334841344536803
DTXSID3021936,3.0053619326958865,0.12946853678669182,fathead minnow,LC50stat,108.068748266,C6H8N2,0.9716618115261495,5
DTXSID7021948,1.3979400086720377,-0.2,fathead minnow,LC50stat,209.105193347,C11H15NO3,-0.9224248104389692,3.334841344536803
DTXSID0021969,2.05683800594855,0.062039048847310055,fathead minnow,LC50stat,152.047344118,C8H8O3,-0.12514083257322595,5
DTXSID3021986,0,-0.2,fathead minnow,LC50stat,266.164696347,C12H27O4P,-2.425150450843909,3.334841344536803
DTXSID2021993,0.48000694295715063,0.2698815476947063,fathead minnow,LC50stat,168.057514878,C12H8O,-1.745450994241545,3.9494018598512253
DTXSID0022018,0.568201724066995,0.09548501034243861,fathead minnow,LC50stat,274.028480372,C8H19O2PS3,-1.8695939782629487,5
DTXSID6022056,1.1038037209559568,-0.2,fathead minnow,LC50stat,145.9690055,C6H4Cl2,-1.0604569281893073,3.334841344536803
DTXSID7022174,-0.6020599913279624,0.3409524291099945,fathead minnow,LC50stat,323.038116107,C14H14NO4PS,-3.1113137602172736,3.334841344536803
DTXSID5023792,1.697228467178361,0.0012333051644131115,fathead minnow,LC50stat,137.047678469,C7H7NO2,-0.4396432159905359,5
DTXSID3023899,-1,-0.2,fathead minnow,LC50stat,335.109290496,C13H16F3N3O4,-3.525186468286529,3.334841344536803
DTXSID4023917,2.2648178230095364,-0.2,fathead minnow,LC50stat,172.005785,C5H10Cl2O2,0.029274769408218937,3.334841344536803
DTXSID8023927,-0.17392519729917355,-0.2,fathead minnow,LC50stat,247.983678,C12H9BrO,-2.5683482943035805,3.334841344536803
DTXSID4024062,1.146128035678238,-0.2,fathead minnow,LC50stat,122.073164942,C8H10O,-0.9404921688195702,3.334841344536803
DTXSID9024065,1.035314422025714,0.2061126184338869,fathead minnow,LC50stat,168.017106617,C6H4N2O4,-1.190039079528409,3.9494018598512253
DTXSID8024072,1.6812412373755872,-0.2,fathead minnow,LC50stat,239.131014171,C16H17NO,-0.6973946683505469,3.334841344536803
DTXSID3024104,-1.0222763947111522,-0.2,fathead minnow,LC50stat,202.078250322,C16H10,-3.327795967635441,3.334841344536803
DTXSID8024109,0.6812412373755872,-0.2,fathead minnow,LC50stat,323.113313248,C17H16F3NO2,-1.8281136152599018,3.334841344536803
DTXSID1024259,-0.672815454512357,0.2516811287449845,fathead minnow,LC50stat,366.986865,C12H15ClNO4PS2,-3.237465975003945,3.9494018598512253
DTXSID5024394,1.921054881720305,0.03313189896234778,fathead minnow,LC50stat,60.021129369,C2H4O2,0.14275071878691553,5
DTXSID4024721,2.041392685158225,-0.2,fathead minnow,LC50stat,152.120115135,C10H16O,-0.14079396028547614,3.334841344536803
DTXSID6025355,0.8984258745249434,0.2348048684010183,fathead minnow,LC50stat,100.052429498,C5H8O2,-1.1018017642220472,3.9494018598512253
DTXSID6025432,-0.045757490560675115,-0.2,fathead minnow,LC50stat,71.037113785,C3H5NO,-1.897242798445075,3.334841344536803
DTXSID3025629,1.9380190974762104,-0.2,fathead minnow,LC50stat,152.058577506,C7H8N2O2,-0.24399182590861362,3.334841344536803
DTXSID4025791,1.574578753115928,0.007360760268976966,fathead minnow,LC50stat,137.047678469,C7H7NO2,-0.5622929300529689,5
DTXSID1025809,2.311753861055754,-0.2,fathead minnow,LC50stat,282.255880335,C18H34O2,-0.13888913744360729,3.334841344536803
DTXSID7026156,2.216165902285993,0,fathead minnow,LC50stat,174.042927441,C9H6N2O2,-0.024490477326526865,5
DTXSID8026727,0.6989700043360189,-0.2,fathead minnow,LC50stat,154.1357652,C10H18O,-1.488933418462819,3.334841344536803
DTXSID5027061,0.5390760987927766,-0.2,fathead minnow,LC50stat,144.057514878,C10H8O,-1.6194598197411845,3.334841344536803
DTXSID8027240,0.17609125905568124,0,fathead minnow,LC50stat,182.032756681,C7H6N2O4,-2.084058286982926,5
DTXSID7027253,0.6532125137753437,-0.2,fathead minnow,LC50stat,172.073558866,C8H12O4,-1.5825016272040824,3.334841344536803
DTXSID2029612,2.9849771264154934,-0.2,fathead minnow,LC50stat,136.1252005152,C10H16,0.8510385939265509,3.334841344536803
DTXSID4032613,0.594885478173437,0.07849461491226017,fathead minnow,LC50stat,277.017380662,C9H12NO5PS,-1.8476215403090421,5
DTXSID5033836,-0.5654310959658012,0.10003482518227601,fathead minnow,LC50stat,220.182715393,C15H24O,-2.9082143193023824,5
DTXSID3034957,0.11522446068913696,0.4242419876942862,fathead minnow,LC50stat,290.06842698,C8H20O7P2,-2.3472759991214933,2.8988037197024514
DTXSID6034972,0.5641996343589033,0.08350882442381617,fathead minnow,LC50stat,150.104465071,C10H14O,-1.612193976784133,5
DTXSID2038732,2.146128035678238,-0.2,fathead minnow,LC50stat,174.089208931,C8H14O4,-0.09464381615726677,3.334841344536803
DTXSID4039231,1.3382187644863832,0.05938633080955326,fathead minnow,LC50stat,76.0079779,C3H5Cl,-0.5426404143221446,5
DTXSID8039241,1.414973347970818,-0.2,fathead minnow,LC50stat,106.041864813,C7H6O,-0.6105040084994658,3.334841344536803
DTXSID3039242,1.524655712357777,0.023885689404019316,fathead minnow,LC50stat,78.0469501932,C6H6,-0.3677002246352459,5
DTXSID6040298,0.6020599913279624,-0.2,fathead minnow,LC50stat,188.039278,C12H9Cl,-1.6721885836642263,3.334841344536803
DTXSID7041702,1.0644579892269184,-0.2,fathead minnow,LC50stat,144.115029755,C8H16O2,-1.0942512865161544,3.334841344536803
DTXSID5044154,3.573683553896893,0.024580521064216015,fathead minnow,LC50stat,124.063662886,C6H8N2O,1.4800389546618982,5
DTXSID8049383,0.7634279935629372,-0.2,fathead minnow,LC50stat,151.026943025,C7H5NO3,-1.4156264382552692,3.334841344536803
DTXSID4052132,1.146128035678238,-0.2,fathead minnow,LC50stat,118.078250322,C9H10,-0.9260418734930524,3.334841344536803
DTXSID8059766,0.35598792717587785,0.008117456930738584,fathead minnow,LC50stat,179.073499294,C13H9N,-1.8970433931123234,5
DTXSID4060656,-0.721246399047171,-0.2,fathead minnow,LC50stat,143.9978071,C6H5ClO2,-2.8796022774506085,3.334841344536803
DTXSID5060697,1.7795964912578246,-0.2,fathead minnow,LC50stat,148.027277377,C7H4N2O2,-0.3907452601017263,3.334841344536803
DTXSID7060706,1.3873898263387294,-0.2,fathead minnow,LC50stat,148.027277377,C7H4N2O2,-0.7829519250208214,3.334841344536803
DTXSID9020453,-1.6382721639824072,0.315681036569497,fathead minnow,LC50stat,377.8706311,C12H8Cl6O,-4.215615302930753,3.334841344536803
DTXSID7021815,0.7481880270062004,0,fathead minnow,LC50stat,160.9799046,C6H5Cl2N,-1.4585836386776228,5
DTXSID8035180,-1.0969100130080565,-0.2,fathead minnow,LC50stat,302.188194697,C19H26O3,-3.577187507166939,3.334841344536803
DTXSID9020534,1,0.057033772634451495,fathead minnow,LC50stat,456.008747249,C12H26O6P2S4,-1.6589731734660509,5
DTXSID1020566,1.1038037209559568,0.045488691177909074,fathead minnow,LC50stat,92.0028925,C3H5ClO,-0.8599977604878786,5
DTXSID3020621,-2.321032576499773,0.6730914592337999,fathead minnow,LC50stat,419.1288213,C25H22ClNO3,-4.943380102523737,2.284243204388029
DTXSID7020637,1.4199557484897578,-0.2,fathead minnow,LC50stat,30.010564684,CH2O,-0.05731841877241481,3.334841344536803
DTXSID1020770,-0.37675070960209955,0,fathead minnow,LC50stat,485.6834416,C10Cl10O,-3.0631040069307405,5
DTXSID4020791,1.1505149978319906,0.1821993533358603,fathead minnow,LC50stat,330.036067678,C10H19O6PS2,-1.3680464060991906,5
DTXSID9020827,-1.4559319556497243,0.4342586665928555,fathead minnow,LC50stat,344.0137628,C16H15Cl3O2,-3.992507773187918,2.8988037197024514
DTXSID7020893,1.2304489213782739,0.20696573138778246,fathead minnow,LC50stat,222.136827828,C12H18N2O2,-1.1161716443587788,3.9494018598512253
DTXSID4020959,1.8453389840436882,0.010960926997718043,fathead minnow,LC50stat,152.058577506,C7H8N2O2,-0.33667193934113576,5
DTXSID7021156,2,-0.2,fathead minnow,LC50stat,299.0689374,C10H19ClNO5P,-0.47577130766077075,3.334841344536803
DTXSID6021248,-2.0969100130080562,0.5108295845873776,fathead minnow,LC50stat,394.141638428,C23H22O6,-4.692562330604667,2.5605866619521502
DTXSID0021385,-0.5257837359237448,-0.2,fathead minnow,LC50stat,294.9028326,C9H4Cl3NO2S,-2.995462679979922,3.334841344536803
