dtxsid,aver_toxvalmgL,error,species_common,toxval_type,exactMass,molformula,aver_toxval_cm,weight
DTXSID5022017,-0.5451551399914898,-0.2,fathead minnow,LC50flow,136.1252005152,C10H16,-2.679093672480432,3.8778675245483303
DTXSID0022018,0.5998830720736879,0.19002636823324867,fathead minnow,LC50flow,274.028480372,C8H19O2PS3,-1.8379126302562558,5
DTXSID9022025,1.4533183400470377,-0.2,fathead minnow,LC50flow,141.022606536,C6H4FNO2,-0.6959703974797762,3.8778675245483303
DTXSID8022030,0.1367205671564068,-0.2,fathead minnow,LC50flow,124.032442944,C7H5FO,-1.9568147304951382,3.8778675245483303
DTXSID3022035,1.8010408527546038,0.042693468533566786,fathead minnow,LC50flow,154.1357652,C10H18O,-0.38686257004423397,5
DTXSID8022036,1.2304489213782739,-0.2,fathead minnow,LC50flow,152.120115135,C10H16O,-0.9517377240654271,3.8778675245483303
DTXSID2022040,1.9122220565324155,-0.2,fathead minnow,LC50flow,120.057514878,C8H8O,-0.1671672929327039,3.8778675245483303
DTXSID2022042,1,-0.2,fathead minnow,LC50flow,94.078250322,C7H10,-0.973489231749,3.8778675245483303
DTXSID7022043,2.507855871695831,-0.2,fathead minnow,LC50flow,167.021857645,C7H5NO4,0.2850825620246169,3.8778675245483303
DTXSID7022045,1.4913616938342726,-0.2,fathead minnow,LC50flow,142.1357652,C9H18O,-0.661341678073673,3.8778675245483303
DTXSID2022046,0.8394780473741984,-0.2,fathead minnow,LC50flow,82.078250322,C6H10,-1.0747500425524161,3.8778675245483303
DTXSID7022047,0.37657695705651195,-0.2,fathead minnow,LC50flow,302.224580206,C20H30O2,-2.1037528259567932,3.8778675245483303
DTXSID7022049,1.1139433523068367,-0.2,fathead minnow,LC50flow,136.088815006,C9H12O,-1.0198790801647672,3.8778675245483303
DTXSID6022050,1.6503075231319364,-0.2,fathead minnow,LC50flow,117.057849229,C8H7N,-0.41809301717793407,3.8778675245483303
DTXSID1022051,1.7226339225338123,-0.2,fathead minnow,LC50flow,120.057514878,C8H8O,-0.3567554269313071,3.8778675245483303
DTXSID6022054,0.23299611039215382,-0.2,fathead minnow,LC50flow,148.1252005152,C11H16,-1.9376328408613397,3.8778675245483303
DTXSID1022055,2.514547752660286,-0.2,fathead minnow,LC50flow,116.083729626,C6H12O2,0.44977639966435307,3.8778675245483303
DTXSID6022056,0.8984050739845806,0.0323976087377374,fathead minnow,LC50flow,145.9690055,C6H4Cl2,-1.2658555751606835,5
DTXSID6022058,0.5538830266438743,-0.2,fathead minnow,LC50flow,146.112921754,C8H18S,-1.610805598587511,3.8778675245483303
DTXSID1022059,1.8415334301780972,0.14419475027083095,fathead minnow,LC50flow,166.062994182,C9H10O3,-0.37873943398240567,5
DTXSID5022061,1.0043213737826426,-0.2,fathead minnow,LC50flow,151.026943025,C7H5NO3,-1.1747330580355637,3.8778675245483303
DTXSID0022062,2.936513742478893,-0.2,fathead minnow,LC50flow,86.073164942,C5H10O,1.001645970051456,3.8778675245483303
DTXSID0022066,1.863322860120456,0,fathead minnow,LC50flow,121.089149358,C8H11N,-0.2197823681995223,5
DTXSID0022068,2.6314437690131722,-0.2,fathead minnow,LC50flow,100.088815006,C6H12O,0.6310582215296899,3.8778675245483303
DTXSID4022070,-0.44369749923271273,-0.2,fathead minnow,LC50flow,198.198365457,C13H26O,-2.740797567767779,3.8778675245483303
DTXSID9022073,-1.958607314841775,-0.2,fathead minnow,LC50flow,236.058703,C8H20Sn,-4.331627331450612,3.8778675245483303
DTXSID7022093,1.8518696007297664,-0.2,fathead minnow,LC50flow,96.057514878,C6H8O,-0.13066174600444505,3.8778675245483303
DTXSID2022096,0.41830129131974547,-0.2,fathead minnow,LC50flow,150.053692799,C6H14S2,-1.7579453964950689,3.8778675245483303
DTXSID9022100,1.0413926851582251,0,fathead minnow,LC50flow,136.088815006,C9H12O,-1.0924297473133788,5
DTXSID4022101,0.04139268515822508,-0.2,fathead minnow,LC50flow,195.994755467,C7HF5O,-2.250851765268581,3.8778675245483303
DTXSID4022103,0.7155274113342625,0.010050124519559623,fathead minnow,LC50flow,129.151749616,C8H19N,-1.395572882593017,5
DTXSID9022104,0.6843293561961135,0.10118061568625095,fathead minnow,LC50flow,156.151415264,C10H20O,-1.5092165685760615,5
DTXSID4022105,0.48990161584098435,0.009939138499615752,fathead minnow,LC50flow,158.167065328,C10H22O,-1.709214440846705,5
DTXSID4022109,1.255272505103306,-0.2,fathead minnow,LC50flow,170.13067982,C10H18O2,-0.9755101322899107,3.8778675245483303
DTXSID8022113,0.9127003997071501,0.08086649083381438,fathead minnow,LC50flow,123.9846556,C4H6Cl2,-1.1806675402889537,5
DTXSID8022115,1.0043213737826426,0,fathead minnow,LC50flow,70.041864813,C4H6O,-0.8410363265530146,5
DTXSID2022123,0.6812412373755872,0,fathead minnow,LC50flow,116.047344118,C5H8O3,-1.3833939681824332,5
DTXSID2022125,1.1818435879447726,-0.2,fathead minnow,LC50flow,142.1357652,C9H18O,-0.970859783963173,3.8778675245483303
DTXSID7022128,2.3560258571931225,0,fathead minnow,LC50flow,130.062994182,C6H10O3,0.24187210950684523,5
DTXSID6022131,-0.958607314841775,-0.2,fathead minnow,LC50flow,218.02239267,C12H10S2,-3.297108416306839,3.8778675245483303
DTXSID1022134,2.387389826338729,-0.2,fathead minnow,LC50flow,168.000983662,C3H2F6O,0.16207800176924725,3.8778675245483303
DTXSID6022137,2.5809249756756194,0,fathead minnow,LC50flow,100.088815006,C6H12O,0.5805394281921372,5
DTXSID1022138,2.432969290874406,0,fathead minnow,LC50flow,100.088815006,C6H12O,0.43258374339092365,5
DTXSID5022140,1.2068258760318498,-0.2,fathead minnow,LC50flow,155.073499294,C11H9N,-0.9837117109904623,3.8778675245483303
DTXSID5022148,1.0413926851582251,0.04307775711209898,fathead minnow,LC50flow,170.0134572,C8H7ClO2,-1.1890906136105972,5
DTXSID0022149,0.7611758131557314,0,fathead minnow,LC50flow,150.104465071,C10H14O,-1.4152177979873048,5
DTXSID4022153,-1.344861565188618,-0.2,fathead minnow,LC50flow,348.183903,C16H36Sn,-3.8866702544286595,3.8778675245483303
DTXSID3022164,1.1483325951307655,0.039256678995972655,fathead minnow,LC50flow,134.073164942,C9H10O,-0.9790092663610077,5
DTXSID8022165,0.11394335230683679,-0.2,fathead minnow,LC50flow,199.947292,C7H5BrO2,-2.1869721743051342,3.8778675245483303
DTXSID8022169,0.7615856805803312,0.06210543972492804,fathead minnow,LC50flow,202.062994182,C12H10O3,-1.5439011035231662,5
DTXSID7022174,-1.1023729087095586,0.08364676474545325,fathead minnow,LC50flow,323.038116107,C14H14NO4PS,-3.61162667759887,5
DTXSID1022180,1.276461804173244,-0.2,fathead minnow,LC50flow,156.151415264,C10H20O,-0.9170841205989309,3.8778675245483303
DTXSID6022183,0.7489628612561614,0.07445921740936871,fathead minnow,LC50flow,139.136099551,C9H17N,-1.39447696321307,5
DTXSID1022188,-0.36653154442041347,-0.2,fathead minnow,LC50flow,181.183049745,C12H23N,-2.624649110020899,3.8778675245483303
DTXSID0022199,-1.1844222516757328,-0.2,fathead minnow,LC50flow,199.229999938,C13H29N,-3.4837769864990875,3.8778675245483303
DTXSID7022201,1.143003561039737,0.004418674409058521,fathead minnow,LC50flow,203.9744848,C8H6Cl2O2,-1.166572283819472,5
DTXSID7022209,-0.6736641390712486,-0.2,fathead minnow,LC50flow,231.104799423,C17H13N,-3.0374731037683667,3.8778675245483303
DTXSID6022218,1.5797835966168101,0,fathead minnow,LC50flow,128.083729626,C7H12O2,-0.5277103685499656,5
DTXSID9022231,2.103803720955957,-0.2,fathead minnow,LC50flow,122.08439833,C7H10N2,0.01714355375243078,3.8778675245483303
DTXSID4022236,0.07188200730612536,-0.2,fathead minnow,LC50flow,184.182715393,C12H24O,-2.193366864148302,3.8778675245483303
DTXSID9022237,0.7708520116421442,-0.2,fathead minnow,LC50flow,175.099714043,C11H13NO,-1.4724334251914528,3.8778675245483303
DTXSID7022257,2.2976819646237185,0.0878983477034035,fathead minnow,LC50flow,210.089208931,C11H14O4,-0.024721781156447534,5
DTXSID6022266,-0.9208187539523752,0.1291463475258174,fathead minnow,LC50flow,205.183049745,C14H23N,-3.232960234630608,5
DTXSID0022274,2.651278013998144,-0.2,fathead minnow,LC50flow,111.068413914,C6H9NO,0.6056874439250725,3.8778675245483303
DTXSID4022284,2.439332693830263,-0.2,fathead minnow,LC50flow,73.089149358,C4H11N,0.5754797864171676,3.8778675245483303
DTXSID9022522,-0.045757490560675115,-0.2,fathead minnow,LC50flow,278.151809188,C16H22O4,-2.4900393796364066,3.8778675245483303
DTXSID8023927,-0.3187587626244128,-0.2,fathead minnow,LC50flow,247.983678,C12H9BrO,-2.7131818596288193,3.8778675245483303
DTXSID3024104,-2.0396097328218596,0.17814786514312136,fathead minnow,LC50flow,202.078250322,C16H10,-4.345129305746148,5
DTXSID6024200,1.7474118078864234,0,fathead minnow,LC50flow,108.057514878,C7H8O,-0.28624316746572626,5
DTXSID7024320,-0.494850021680094,-0.2,fathead minnow,LC50flow,213.8910609,C6H2Cl4,-2.825042656261318,3.8778675245483303
DTXSID4024359,0.10311925354571388,-0.2,fathead minnow,LC50flow,195.9249478,C6H3Cl3O,-2.1889704861858115,3.8778675245483303
DTXSID5024637,0.7481880270062004,-0.2,fathead minnow,LC50flow,155.957463,C6H5Br,-1.4448181347876252,3.8778675245483303
DTXSID6025432,-0.14874165128092473,-0.2,fathead minnow,LC50flow,71.037113785,C3H5NO,-2.0002269591653246,3.8778675245483303
DTXSID1025564,3.8444771757456815,-0.2,fathead minnow,LC50flow,76.052429498,C3H8O2,1.9633640835799104,3.8778675245483303
DTXSID6026088,0.04139268515822508,0,fathead minnow,LC50flow,213.8910609,C6H2Cl4,-2.288799949422999,5
DTXSID6026298,1.2041199826559248,-0.2,fathead minnow,LC50flow,106.078250322,C8H10,-0.8215063651151121,3.8778675245483303
DTXSID8026727,0.505149978319906,-0.2,fathead minnow,LC50flow,154.1357652,C10H18O,-1.6827534444789316,3.8778675245483303
DTXSID0026915,0.01703333929878037,-0.2,fathead minnow,LC50flow,172.182715393,C11H24O,-2.218956213241586,3.8778675245483303
DTXSID5026918,0.004321373782642578,-0.2,fathead minnow,LC50flow,186.198365457,C12H26O,-2.2656544904237923,3.8778675245483303
DTXSID0027222,0.08278537031645007,-0.2,fathead minnow,LC50flow,136.1252005152,C10H16,-2.0511531621724926,3.8778675245483303
DTXSID2029612,1.5854607295085006,-0.2,fathead minnow,LC50flow,136.1252005152,C10H16,-0.5484778029804419,3.8778675245483303
DTXSID5033836,-0.8664610916297825,0.019859149881800858,fathead minnow,LC50flow,220.182715393,C15H24O,-3.2092443149663636,5
DTXSID3038696,0.929749279093888,0.146617850586997,fathead minnow,LC50flow,150.068079562,C9H10O2,-1.2465390457653764,5
DTXSID8039241,1.1003158274050517,0.16274317814345207,fathead minnow,LC50flow,106.041864813,C7H6O,-0.9251615290652321,5
DTXSID3039242,1.1928461151888416,0.1479869894212176,fathead minnow,LC50flow,78.0469501932,C6H6,-0.6995098218041814,5
DTXSID1041184,-0.29929628285498067,-0.2,fathead minnow,LC50flow,136.1252005152,C10H16,-2.433234815343923,3.8778675245483303
DTXSID9041237,0.4983105537896005,-0.2,fathead minnow,LC50flow,136.1252005152,C10H16,-1.635627978699342,3.8778675245483303
DTXSID7041671,-0.5528419686577808,-0.2,fathead minnow,LC50flow,136.1252005152,C10H16,-2.6867805011467234,3.8778675245483303
DTXSID9052638,0.5092025223311029,-0.2,fathead minnow,LC50flow,137.047678469,C7H7NO2,-1.627669160837794,3.8778675245483303
DTXSID8059766,0.4623979978989561,-0.2,fathead minnow,LC50flow,179.073499294,C13H9N,-1.7906333223892452,3.8778675245483303
DTXSID7021815,0.8864907251724818,0.04838634189249705,fathead minnow,LC50flow,160.9799046,C6H5Cl2N,-1.3202809405113412,5
DTXSID0024266,0.3979400086720376,-0.2,fathead minnow,LC50flow,305.096299688,C11H20N3O3PS,-2.0864969317306836,3.8778675245483303
DTXSID5032573,-2.638272163982407,-0.2,fathead minnow,LC50flow,364.1376123,C19H25ClN2OS,-5.199537704137689,3.8778675245483303
DTXSID8035180,-1.275724130399211,0.08146495976145936,fathead minnow,LC50flow,302.188194697,C19H26O3,-3.7560016245580936,5
DTXSID2020004,1.8808135922807914,-0.2,fathead minnow,LC50flow,59.037113785,C2H5NO,0.10968847479858791,3.8778675245483303
DTXSID6020010,2.7466341989375787,-0.2,fathead minnow,LC50flow,73.052763849,C3H7NO,0.8829975474329997,3.8778675245483303
DTXSID5020285,2.3891660843645326,-0.2,fathead minnow,LC50flow,94.0185425,C3H7ClO,0.4159525700065947,3.8778675245483303
DTXSID4020402,3.1522883443830563,-0.2,fathead minnow,LC50flow,122.08439833,C7H10N2,1.0656281771795302,3.8778675245483303
DTXSID4020450,-0.2924298239020636,0.04224879320712227,fathead minnow,LC50flow,367.9096034,C14H9Cl5O,-2.858170948099578,5
DTXSID3020621,-3.00436480540245,0.5117143096520371,fathead minnow,LC50flow,419.1288213,C25H22ClNO3,-5.626712331426415,2.3944890790632654
DTXSID7020637,1.3855915634697005,0.0050551359284574425,fathead minnow,LC50flow,30.010564684,CH2O,-0.09168260379247213,5
DTXSID6020692,4.697229342759718,-0.2,fathead minnow,LC50flow,140.106196402,C6H12N4,2.5507719997388447,3.8778675245483303
DTXSID1020770,-0.46852108295774486,0,fathead minnow,LC50flow,485.6834416,C10Cl10O,-3.1548743802863854,5
DTXSID4020791,1.14921911265538,-0.2,fathead minnow,LC50flow,330.036067678,C10H19O6PS2,-1.3693422912758013,3.8778675245483303
DTXSID9020827,-2.068542129310995,-0.2,fathead minnow,LC50flow,344.0137628,C16H15Cl3O2,-4.605117946849189,3.8778675245483303
DTXSID6021086,0.8289293254302216,0.12748960884603583,fathead minnow,LC50flow,219.067762465,C7H13N3O3S,-1.5116491470019677,5
DTXSID2021103,-0.18708664335714442,-0.2,fathead minnow,LC50flow,277.8626532,C7H3Cl5O,-2.6309168216598167,3.8778675245483303
DTXSID6021248,-2.279545458967391,0.0691883765480966,fathead minnow,LC50flow,394.141638428,C23H22O6,-4.8751977765640016,5
DTXSID2021311,-1.2153827073671246,-0.2,fathead minnow,LC50flow,262.229665586,C18H30O,-3.634064528479867,3.8778675245483303
DTXSID0021385,-0.9430951486635274,-0.2,fathead minnow,LC50flow,294.9028326,C9H4Cl3NO2S,-3.4127740927197046,3.8778675245483303
DTXSID1021407,0.5155021406817684,0.05427876946350538,fathead minnow,LC50flow,227.002578753,C3H5N3O9,-1.8405286501317808,5
DTXSID1021409,-2.2676062401770314,-0.2,fathead minnow,LC50flow,368.022317,C18H16OSn,-4.8334803954159815,3.8778675245483303
DTXSID7021524,0.13033376849500614,-0.2,fathead minnow,LC50flow,74.9875768,C2H2ClN,-1.7446555512419588,3.8778675245483303
DTXSID8021561,2.3820170425748683,-0.2,fathead minnow,LC50flow,126.9591691,C2H3Cl2NO,0.2783529711127792,3.8778675245483303
DTXSID8021694,0.28330122870354957,-0.2,fathead minnow,LC50flow,249.0192708,C12H8ClNO3,-2.112931728345041,3.8778675245483303
DTXSID7021730,0.6627578316815741,-0.2,fathead minnow,LC50flow,198.068079562,C13H10O2,-1.6340566590660295,3.8778675245483303
DTXSID7021738,2.164352855784437,-0.2,fathead minnow,LC50flow,149.084063978,C9H11NO,-0.009078367170209097,3.8778675245483303
DTXSID0021751,2.0755469613925306,-0.2,fathead minnow,LC50flow,100.013599206,C2H3F3O,0.07548790480681232,3.8778675245483303
DTXSID5021754,4.217483944213907,-0.2,fathead minnow,LC50flow,128.058577506,C5H8N2O2,2.110075270907594,3.8778675245483303
DTXSID8021771,0.4132997640812518,0.008867958920196626,fathead minnow,LC50flow,164.120115135,C11H16O,-1.8018620488838502,5
DTXSID3021772,1.8149131812750738,-0.2,fathead minnow,LC50flow,170.178298716,C10H22N2,-0.41599099639598713,3.8778675245483303
DTXSID2021789,2.59659709562646,0,fathead minnow,LC50flow,136.063662886,C7H8N2O,0.46285493747048884,5
DTXSID1021796,-0.07058107428570728,-0.2,fathead minnow,LC50flow,277.857805,C7H4Br2O2,-2.514403674870208,3.8778675245483303
DTXSID6021799,1.3304137733491908,-0.2,fathead minnow,LC50flow,155.16739968,C10H21N,-0.8603867088675882,3.8778675245483303
DTXSID8021806,1.1172712956557642,-0.2,fathead minnow,LC50flow,138.031694053,C7H6O3,-1.0227075224261748,3.8778675245483303
DTXSID2021818,0.9986951583116558,-0.2,fathead minnow,LC50flow,86.073164942,C5H10O,-0.9361726141157815,3.8778675245483303
DTXSID1021821,2.9258275746247424,-0.2,fathead minnow,LC50flow,87.068413914,C4H9NO,0.9859669414397431,3.8778675245483303
DTXSID6021822,2.303196057420489,-0.2,fathead minnow,LC50flow,145.146664236,C8H19NO,0.14138899810395109,3.8778675245483303
DTXSID9021843,2.8609366207000937,0,fathead minnow,LC50flow,104.037448137,C6H4N2,0.8437469295562205,5
DTXSID9021845,4.222716471147583,-0.2,fathead minnow,LC50flow,132.078644246,C6H12O3,2.101883868793383,3.8778675245483303
DTXSID3021853,3.8068580295188172,-0.2,fathead minnow,LC50flow,130.110613079,C6H14N2O,1.6925453062573457,3.8778675245483303
DTXSID2021862,2.526339277389844,-0.2,fathead minnow,LC50flow,157.146664236,C9H19NO,0.3300341107398654,3.8778675245483303
DTXSID1021877,1.6499442368725608,0.15139801000482192,fathead minnow,LC50flow,80.0028925,C2H5ClO,-0.25316145229538,5
DTXSID1021900,3.3502480183341627,-0.2,fathead minnow,LC50flow,100.100048394,C5H12N2,1.3498137308923857,3.8778675245483303
DTXSID5021910,2.322219294733919,-0.2,fathead minnow,LC50flow,67.042199165,C4H5N,0.4958710428473876,3.8778675245483303
DTXSID4021921,1.72916478969277,0,fathead minnow,LC50flow,86.036779433,C4H6O2,-0.20551935562267507,5
DTXSID9021922,3.1702617153949575,-0.2,fathead minnow,LC50flow,89.084063978,C4H11NO,1.220461694247136,3.8778675245483303
DTXSID7021944,0.3344537511509309,-0.2,fathead minnow,LC50flow,143.16739968,C9H21N,-1.8213903858787226,3.8778675245483303
DTXSID1021950,2.4756711883244296,0.1371929069039071,fathead minnow,LC50flow,147.9249478,C2H3Cl3O,0.30562976362990735,5
DTXSID0021963,1.3783979009481377,-0.2,fathead minnow,LC50flow,177.115364107,C11H15NO,-0.8698583353264748,3.8778675245483303
DTXSID4021973,1.3096301674258988,0.02814765980578994,fathead minnow,LC50flow,172.0039551,C6H5ClN2O2,-0.9259082658674459,5
DTXSID9021978,1.2741578492636798,-0.2,fathead minnow,LC50flow,100.088815006,C6H12O,-0.7262276982198024,3.8778675245483303
DTXSID7021990,2.0530784434834195,0,fathead minnow,LC50flow,146.073164942,C10H10O,-0.1114919956675027,5
DTXSID7021994,0.678550825254093,0.0885308630369036,fathead minnow,LC50flow,229.073893218,C13H11NO3,-1.681424771672463,5
DTXSID1022009,-0.10790539730951958,-0.2,fathead minnow,LC50flow,185.214349873,C12H27N,-2.3755800288413544,3.8778675245483303
DTXSID0022016,3.2380461031287955,-0.2,fathead minnow,LC50flow,112.100048394,C6H12N2,1.188440303047269,3.8778675245483303
DTXSID9022021,0.526339277389844,0,fathead minnow,LC50flow,184.012021237,C6H4N2O5,-1.7385069183716426,5
DTXSID9022023,0.05224355565619754,0.038095647090563865,fathead minnow,LC50flow,206.054321204,C12H8F2O,-2.261738170971331,5
DTXSID4022026,1.678518379040114,-0.2,fathead minnow,LC50flow,171.029583622,C8H4F3N,-0.5545528593786,3.8778675245483303
DTXSID9022027,1.2278867046136734,0.07727321324469694,fathead minnow,LC50flow,111.04842736,C6H6FN,-0.8176257079447486,5
DTXSID4022028,0.973589623427257,-0.2,fathead minnow,LC50flow,157.9934706,C7H4ClFO,-1.2250495157994157,3.8778675245483303
DTXSID9022029,1.4712917110589385,-0.2,fathead minnow,LC50flow,179.035811817,C7H5F4N,-0.7816481987975842,3.8778675245483303
DTXSID3022031,1.6253124509616739,-0.2,fathead minnow,LC50flow,171.029583622,C8H4F3N,-0.60775878745704,3.8778675245483303
DTXSID8022032,-0.036212172654444715,0.08615172350251796,fathead minnow,LC50flow,174.02924927,C8H5F3O,-2.2768344193796595,5
DTXSID3022033,1.5843312243675307,-0.2,fathead minnow,LC50flow,125.064077425,C7H8FN,-0.5128013593750967,3.8778675245483303
DTXSID7022041,2.357934847000454,-0.2,fathead minnow,LC50flow,112.088815006,C7H12O,0.3083725691381098,3.8778675245483303
DTXSID2022044,1.2148438480476977,-0.2,fathead minnow,LC50flow,107.037113785,C6H5NO,-0.8146905419486625,3.8778675245483303
DTXSID0022060,1.1585090505240558,0.0871141942842554,fathead minnow,LC50flow,151.026943025,C7H5NO3,-1.0205453812941505,5
DTXSID5022063,1.5987905067631152,0,fathead minnow,LC50flow,184.012021237,C6H4N2O5,-0.6660556889983714,5
DTXSID5022065,1.5550944485783191,-0.2,fathead minnow,LC50flow,133.089149358,C9H11N,-0.5690482006902076,3.8778675245483303
DTXSID4022074,2.4533183400470375,-0.2,fathead minnow,LC50flow,87.104799423,C5H13N,0.513276255010665,3.8778675245483303
DTXSID9022075,2.2121876044039577,-0.2,fathead minnow,LC50flow,116.120115135,C7H16O,0.14728014663400132,3.8778675245483303
DTXSID9022077,1.482631432477791,0.0886368023268867,fathead minnow,LC50flow,197.084063978,C13H11NO,-0.8120200766001293,5
DTXSID4022078,0.7347998295888469,-0.2,fathead minnow,LC50flow,250.12050906,C14H18O4,-1.6633494743224067,3.8778675245483303
DTXSID9022079,-1.031517051446065,-0.2,fathead minnow,LC50flow,483.59443,C6HBr5O,-3.715998341496265,3.8778675245483303
DTXSID8022080,0.08278537031645007,-0.2,fathead minnow,LC50flow,471.7318,C6H3I3O,-2.5909097832220667,3.8778675245483303
DTXSID3022081,1.3031960574204888,-0.2,fathead minnow,LC50flow,166.062994182,C9H10O3,-0.9170768067400141,3.8778675245483303
DTXSID3022083,1.5575005368072157,0.0034027226055719055,fathead minnow,LC50flow,141.034527,C7H8ClN,-0.5918249095358235,5
DTXSID8022084,1.414973347970818,0,fathead minnow,LC50flow,182.06914219,C8H10N2O3,-0.845262998086584,5
DTXSID3022085,1.3747444800133093,0.0025915138872347108,fathead minnow,LC50flow,181.037507709,C8H7NO4,-0.8830240821680125,5
DTXSID8022086,2.123851640967086,0,fathead minnow,LC50flow,166.037842061,C7H6N2O3,-0.09635543939411735,5
DTXSID3022087,0.42324587393680785,-0.2,fathead minnow,LC50flow,215.058243154,C12H9NO3,-1.9093102197223573,3.8778675245483303
DTXSID8022088,1.9036325160842376,-0.2,fathead minnow,LC50flow,230.076536245,C14H14OS,-0.45823981445353673,3.8778675245483303
DTXSID3022089,3.0530784434834195,-0.2,fathead minnow,LC50flow,151.063328534,C8H9NO2,0.8739193937589509,3.8778675245483303
DTXSID2022090,3.432969290874406,-0.2,fathead minnow,LC50flow,131.094628663,C6H13NO2,1.315384393156927,3.8778675245483303
DTXSID7022097,2.722633922533812,0,fathead minnow,LC50flow,136.100048394,C8H12N2,0.5887756429054707,5
DTXSID2022098,0.5562756908109656,0.006824560259474188,fathead minnow,LC50flow,194.9409322,C6H4Cl3N,-1.7336273477020459,5
DTXSID7022099,-0.11350927482751812,-0.2,fathead minnow,LC50flow,155.9978071,C7H5ClO2,-2.306627768239267,3.8778675245483303
DTXSID9022106,3.143014800254095,-0.2,fathead minnow,LC50flow,83.037113785,C4H5NO,1.2237425547525052,3.8778675245483303
DTXSID4022107,2.456366033129043,-0.2,fathead minnow,LC50flow,82.053098201,C4H6N2,0.5422710491269489,3.8778675245483303
DTXSID9022108,1.783903579272735,-0.2,fathead minnow,LC50flow,150.104465071,C10H14O,-0.3924900318703013,3.8778675245483303
DTXSID3022110,0.42813479402878885,-0.2,fathead minnow,LC50flow,182.057908802,C9H10O4,-1.8320747558957262,3.8778675245483303
DTXSID3022114,1.9508514588885464,-0.2,fathead minnow,LC50flow,157.146664236,C9H19NO,-0.24545370776143233,3.8778675245483303
DTXSID3022118,2.1958996524092336,-0.2,fathead minnow,LC50flow,148.063662886,C8H8N2O,0.02545116339776098,3.8778675245483303
DTXSID8022119,1.5693739096150459,0,fathead minnow,LC50flow,183.010739883,C6H2F5N,-0.6931026671922165,5
DTXSID7022120,-0.6414144865838449,0.022857697060728297,fathead minnow,LC50flow,341.973858,C11H16ClO2PS3,-3.175407394510494,5
DTXSID7022124,-0.384049948343599,0,fathead minnow,LC50flow,126.104465071,C8H14O,-2.484780412564307,5
DTXSID1022130,0.25527250510330607,-0.2,fathead minnow,LC50flow,173.9639201,C7H4Cl2O,-1.9851866803846838,3.8778675245483303
DTXSID6022135,1.5809249756756194,0,fathead minnow,LC50flow,98.073164942,C6H10O,-0.41062521506916816,5
DTXSID1022136,1.557507201905658,0,fathead minnow,LC50flow,70.041864813,C4H6O,-0.28785049842999944,5
DTXSID6022139,2.1958996524092336,-0.2,fathead minnow,LC50flow,123.068413914,C7H9NO,0.10575304889347709,3.8778675245483303
DTXSID0022141,1.9410142437055697,-0.2,fathead minnow,LC50flow,202.045236116,C12H10OS,-0.3644343712664931,3.8778675245483303
DTXSID5022142,-1.3010299956639813,-0.2,fathead minnow,LC50flow,220.088815006,C16H12O,-3.643627967773875,3.8778675245483303
DTXSID0022143,0.5244344478699653,0.03818912689069884,fathead minnow,LC50flow,130.062994182,C6H10O3,-1.589719299816312,5
DTXSID5022144,2.247973266361807,-0.2,fathead minnow,LC50flow,171.963611,C5H5BrN2,0.012536710232558557,3.8778675245483303
DTXSID0022145,2.526339277389844,-0.2,fathead minnow,LC50flow,228.091531405,C11H17O3P,0.16823011632342397,3.8778675245483303
DTXSID0022147,2.225309281725863,0,fathead minnow,LC50flow,121.052763849,C7H7NO,0.1423345721226949,5
DTXSID9022150,1.670245853074124,-0.2,fathead minnow,LC50flow,161.047678469,C9H7NO2,-0.5367086156943169,3.8778675245483303
DTXSID4022151,0.10380372095595687,-0.2,fathead minnow,LC50flow,245.8808901,C6H2Cl4O2,-2.2869210556614763,3.8778675245483303
DTXSID9022152,-1.193820026016113,0.10864112133885895,fathead minnow,LC50flow,257.989157,C10H11BrO3,-3.6054214794443658,5
DTXSID4022155,-2.494850021680094,-0.2,fathead minnow,LC50flow,193.089149358,C14H11N,-4.780607890972958,3.8778675245483303
DTXSID9022156,0.9609461957338314,-0.2,fathead minnow,LC50flow,199.099714043,C13H13NO,-1.3381244405384984,3.8778675245483303
DTXSID3022160,0.14151485489692972,0.094391516476057,fathead minnow,LC50flow,198.07931295,C12H10N2O,-2.1553242660691985,5
DTXSID3022168,-0.22914798835785583,-0.2,fathead minnow,LC50flow,278.151809188,C16H22O4,-2.6734298774335876,3.8778675245483303
DTXSID2022171,0.01703333929878037,-0.2,fathead minnow,LC50flow,157.183049745,C10H23N,-2.1793723716214197,3.8778675245483303
DTXSID2022173,0.6720978579357175,-0.2,fathead minnow,LC50flow,301.768987,C3HBr3N2,-1.807576747063691,3.8778675245483303
DTXSID2022175,1.545307116465824,0,fathead minnow,LC50flow,84.057514878,C5H8O,-0.37926942967557337,5
DTXSID7022176,0.19865708695442263,-0.2,fathead minnow,LC50flow,143.9978071,C6H5ClO2,-1.9596987914490147,3.8778675245483303
DTXSID2022177,1.6231631037561849,0.053319208994741255,fathead minnow,LC50flow,168.042258738,C8H8O4,-0.6022554067130584,5
DTXSID2022179,-0.32975811268714117,0.0026247388262126874,fathead minnow,LC50flow,248.8473375,C5Cl5N,-2.725691111131684,5
DTXSID6022181,1.6211762817750353,-0.2,fathead minnow,LC50flow,222.046298744,C10H10N2O2S,-0.7252672566062927,3.8778675245483303
DTXSID1022182,1.0681858617461617,0,fathead minnow,LC50flow,187.9795702,C8H6Cl2O,-1.205924790541308,5
